category	FROM	TO	evidence	source
TF-gene	CDX2	MUC2	Experimental	PMID20584335
TF-gene	CDX2	MUC4	Experimental	PMID20584335
TF-gene	CDX2	RAGE	Experimental	PMID20584335
TF-gene	CDX2	SI	Experimental	PMID20584335
TF-gene	CDX2	CLDN2	Experimental	PMID20584335
TF-gene	CDX2	NOX1	Experimental	PMID20584335
TF-gene	CDX2	UGT1A10	Experimental	PMID20584335
TF-gene	CDX2	UGT1A8	Experimental	PMID20584335
TF-gene	CEBPA	ALOX5AP	Experimental	PMID20584335
TF-gene	CEBPA	APOA2	Experimental	PMID20584335
TF-gene	CEBPA	APOB	Experimental	PMID20584335
TF-gene	CEBPA	BCL2	Experimental	PMID20584335
TF-gene	CEBPA	CETP	Experimental	PMID20584335
TF-gene	CEBPA	CRP	Experimental	PMID20584335
TF-gene	CEBPA	CSF1	Experimental	PMID20584335
TF-gene	CEBPA	CYP2A13	Experimental	PMID20584335
TF-gene	CEBPA	CYP3A4	Experimental	PMID20584335
TF-gene	CEBPA	EPHX1	Experimental	PMID20584335
TF-gene	CEBPA	F9	Experimental	PMID20584335
TF-gene	CEBPA	ICAM1	Experimental	PMID20584335
TF-gene	CEBPA	IL10	Experimental	PMID20584335
TF-gene	CEBPA	IVL	Experimental	PMID20584335
TF-gene	CEBPA	LTF	Experimental	PMID20584335
TF-gene	CEBPA	SERPINE1	Experimental	PMID20584335
TF-gene	CEBPA	PPARG	Experimental	PMID20584335
TF-gene	CEBPA	PSMD4	Experimental	PMID20584335
TF-gene	CEBPA	S100A9	Experimental	PMID20584335
TF-gene	CEBPA	TF	Experimental	PMID20584335
TF-gene	CEBPA	ADIPOQ	Experimental	PMID20584335
TF-gene	CEBPA	TLR9	Experimental	PMID20584335
TF-gene	CEBPA	MIR223	Experimental	PMID20584335
TF-gene	CEBPB	BCL2	Experimental	PMID20584335
TF-gene	CEBPB	BCL2A1	Experimental	PMID20584335
TF-gene	CEBPB	CDKN1A	Experimental	PMID20584335
TF-gene	CEBPB	CRP	Experimental	PMID20584335
TF-gene	CEBPB	CYP2A13	Experimental	PMID20584335
TF-gene	CEBPB	CYP27B1	Experimental	PMID20584335
TF-gene	CEBPB	F7	Experimental	PMID20584335
TF-gene	CEBPB	FGFR2	Experimental	PMID20584335
TF-gene	CEBPB	HOXD13	Experimental	PMID20584335
TF-gene	CEBPB	ICAM1	Experimental	PMID20584335
TF-gene	CEBPB	IL1B	Experimental	PMID20584335
TF-gene	CEBPB	IL6	Experimental	PMID20584335
TF-gene	CEBPB	IL8	Experimental	PMID20584335
TF-gene	CEBPB	IL10	Experimental	PMID20584335
TF-gene	CEBPB	LDLR	Experimental	PMID20584335
TF-gene	CEBPB	MEFV	Experimental	PMID20584335
TF-gene	CEBPB	SERPINE1	Experimental	PMID20584335
TF-gene	CEBPB	ABCB1	Experimental	PMID20584335
TF-gene	CEBPB	PRLR	Experimental	PMID20584335
TF-gene	CEBPB	S100A9	Experimental	PMID20584335
TF-gene	CEBPB	SAA2	Experimental	PMID20584335
TF-gene	CEBPB	CCL3	Experimental	PMID20584335
TF-gene	CEBPB	CCL5	Experimental	PMID20584335
TF-gene	CEBPB	SLC19A1	Experimental	PMID20584335
TF-gene	CEBPB	SPINK1	Experimental	PMID20584335
TF-gene	CEBPB	TNFAIP6	Experimental	PMID20584335
TF-gene	CEBPB	TOP1	Experimental	PMID20584335
TF-gene	CEBPB	HSD17B8	Experimental	PMID20584335
TF-gene	CEBPB	TNFRSF10B	Experimental	PMID20584335
TF-gene	CEBPB	IL18BP	Experimental	PMID20584335
TF-gene	CEBPB	SOX6	Experimental	PMID20584335
TF-gene	CEBPD	ALOX5AP	Experimental	PMID20584335
TF-gene	CEBPD	CFTR	Experimental	PMID20584335
TF-gene	CEBPD	CYP2A13	Experimental	PMID20584335
TF-gene	CEBPD	IL6	Experimental	PMID20584335
TF-gene	CEBPD	SERPINE1	Experimental	PMID20584335
TF-gene	CEBPD	CCL5	Experimental	PMID20584335
TF-gene	CEBPE	ALOX5AP	Experimental	PMID20584335
TF-gene	CEBPE	CSF1	Experimental	PMID20584335
TF-gene	CEBPE	F7	Experimental	PMID20584335
TF-gene	CEBPG	F7	Experimental	PMID20584335
TF-gene	KLF6	NOS2	Experimental	PMID20584335
TF-gene	KLF6	TFPI2	Experimental	PMID20584335
TF-gene	CREB1	ADRB2	Experimental	PMID20584335
TF-gene	CREB1	CCND1	Experimental	PMID20584335
TF-gene	CREB1	BCL2L1	Experimental	PMID20584335
TF-gene	CREB1	BDNF	Experimental	PMID20584335
TF-gene	CREB1	BRCA1	Experimental	PMID20584335
TF-gene	CREB1	CCNA2	Experimental	PMID20584335
TF-gene	CREB1	CD1A	Experimental	PMID20584335
TF-gene	CREB1	NA	Experimental	PMID20584335
TF-gene	CREB1	CFTR	Experimental	PMID20584335
TF-gene	CREB1	CRH	Experimental	PMID20584335
TF-gene	CREB1	CYP51A1	Experimental	PMID20584335
TF-gene	CREB1	DBH	Experimental	PMID20584335
TF-gene	CREB1	TSC22D3	Experimental	PMID20584335
TF-gene	CREB1	EGR1	Experimental	PMID20584335
TF-gene	CREB1	ERBB2	Experimental	PMID20584335
TF-gene	CREB1	FN1	Experimental	PMID20584335
TF-gene	CREB1	FOS	Experimental	PMID20584335
TF-gene	CREB1	GNRHR	Experimental	PMID20584335
TF-gene	CREB1	ID1	Experimental	PMID20584335
TF-gene	CREB1	IFNG	Experimental	PMID20584335
TF-gene	CREB1	IGFBP1	Experimental	PMID20584335
TF-gene	CREB1	INS	Experimental	PMID20584335
TF-gene	CREB1	KIR3DL1	Experimental	PMID20584335
TF-gene	CREB1	LOR	Experimental	PMID20584335
TF-gene	CREB1	MITF	Experimental	PMID20584335
TF-gene	CREB1	NR4A2	Experimental	PMID20584335
TF-gene	CREB1	SLC25A3	Experimental	PMID20584335
TF-gene	CREB1	PLAT	Experimental	PMID20584335
TF-gene	CREB1	PSEN1	Experimental	PMID20584335
TF-gene	CREB1	PTH	Experimental	PMID20584335
TF-gene	CREB1	REN	Experimental	PMID20584335
TF-gene	CREB1	RPL10	Experimental	PMID20584335
TF-gene	CREB1	CCL5	Experimental	PMID20584335
TF-gene	CREB1	SMARCA1	Experimental	PMID20584335
TF-gene	CREB1	SOX9	Experimental	PMID20584335
TF-gene	CREB1	SST	Experimental	PMID20584335
TF-gene	CREB1	TNF	Experimental	PMID20584335
TF-gene	CREB1	TPT1	Experimental	PMID20584335
TF-gene	CREB1	TRH	Experimental	PMID20584335
TF-gene	CREB1	VIP	Experimental	PMID20584335
TF-gene	CREB1	EXO1	Experimental	PMID20584335
TF-gene	CREB1	IER2	Experimental	PMID20584335
TF-gene	CREB1	ZNF268	Experimental	PMID20584335
TF-gene	CREB1	RNU4-2	Experimental	PMID20584335
TF-gene	CREB1	TLR9	Experimental	PMID20584335
TF-gene	CREB1	PSENEN	Experimental	PMID20584335
TF-gene	CREB1	PBK	Experimental	PMID20584335
TF-gene	CREB1	MIR132	Experimental	PMID20584335
TF-gene	ATF2	ATF3	Experimental	PMID20584335
TF-gene	ATF2	CCND1	Experimental	PMID20584335
TF-gene	ATF2	CCNA2	Experimental	PMID20584335
TF-gene	ATF2	CD1A	Experimental	PMID20584335
TF-gene	ATF2	ATF2	Experimental	PMID20584335
TF-gene	ATF2	CYP11A1	Experimental	PMID20584335
TF-gene	ATF2	CYP11B1	Experimental	PMID20584335
TF-gene	ATF2	EGR1	Experimental	PMID20584335
TF-gene	ATF2	FN1	Experimental	PMID20584335
TF-gene	ATF2	FOS	Experimental	PMID20584335
TF-gene	ATF2	IFNB1	Experimental	PMID20584335
TF-gene	ATF2	IFNG	Experimental	PMID20584335
TF-gene	ATF2	INS	Experimental	PMID20584335
TF-gene	ATF2	MMP2	Experimental	PMID20584335
TF-gene	ATF2	PLAT	Experimental	PMID20584335
TF-gene	ATF2	PLAU	Experimental	PMID20584335
TF-gene	ATF2	CCL5	Experimental	PMID20584335
TF-gene	ATF2	SELE	Experimental	PMID20584335
TF-gene	ATF2	TGFB2	Experimental	PMID20584335
TF-gene	ATF2	TNF	Experimental	PMID20584335
TF-gene	ATF2	VIP	Experimental	PMID20584335
TF-gene	ATF2	A4GALT	Experimental	PMID20584335
TF-gene	ATF2	PBK	Experimental	PMID20584335
TF-gene	CREBBP	IFNB1	Experimental	PMID20584335
TF-gene	CREBBP	IRF7	Experimental	PMID20584335
TF-gene	CREM	CCND1	Experimental	PMID20584335
TF-gene	CREM	CCNA2	Experimental	PMID20584335
TF-gene	CREM	CD1A	Experimental	PMID20584335
TF-gene	CREM	FOS	Experimental	PMID20584335
TF-gene	CREM	INS	Experimental	PMID20584335
TF-gene	NKX2-5	NPPA	Experimental	PMID20584335
TF-gene	NKX2-5	PLOD1	Experimental	PMID20584335
TF-gene	CTF1	RASA1	Experimental	PMID20584335
TF-gene	CTF1	TP53	Experimental	PMID20584335
TF-gene	CUX1	CYBB	Experimental	PMID20584335
TF-gene	DDB1	EIF2AK2	Experimental	PMID20584335
TF-gene	DDB2	EIF2AK2	Experimental	PMID20584335
TF-gene	DDIT3	TNFRSF10B	Experimental	PMID20584335
TF-gene	E2F1	CCND1	Experimental	PMID20584335
TF-gene	E2F1	BCL2	Experimental	PMID20584335
TF-gene	E2F1	CAV1	Experimental	PMID20584335
TF-gene	E2F1	CCNA2	Experimental	PMID20584335
TF-gene	E2F1	CCNE1	Experimental	PMID20584335
TF-gene	E2F1	CDC6	Experimental	PMID20584335
TF-gene	E2F1	CDC25A	Experimental	PMID20584335
TF-gene	E2F1	CDKN2A	Experimental	PMID20584335
TF-gene	E2F1	CDKN2C	Experimental	PMID20584335
TF-gene	E2F1	CYC1	Experimental	PMID20584335
TF-gene	E2F1	DHFR	Experimental	PMID20584335
TF-gene	E2F1	DUSP4	Experimental	PMID20584335
TF-gene	E2F1	E2F1	Experimental	PMID20584335
TF-gene	E2F1	E2F2	Experimental	PMID20584335
TF-gene	E2F1	E2F6	Experimental	PMID20584335
TF-gene	E2F1	STMN1	Experimental	PMID20584335
TF-gene	E2F1	MAP3K5	Experimental	PMID20584335
TF-gene	E2F1	MYC	Experimental	PMID20584335
TF-gene	E2F1	GADD45B	Experimental	PMID20584335
TF-gene	E2F1	ORC1L	Experimental	PMID20584335
TF-gene	E2F1	PCSK6	Experimental	PMID20584335
TF-gene	E2F1	PTPRO	Experimental	PMID20584335
TF-gene	E2F1	RBL1	Experimental	PMID20584335
TF-gene	E2F1	SP3	Experimental	PMID20584335
TF-gene	E2F1	TERT	Experimental	PMID20584335
TF-gene	E2F1	TP73	Experimental	PMID20584335
TF-gene	E2F1	TNFSF11	Experimental	PMID20584335
TF-gene	E2F1	DIRAS3	Experimental	PMID20584335
TF-gene	E2F1	DBF4	Experimental	PMID20584335
TF-gene	E2F1	PBK	Experimental	PMID20584335
TF-gene	E2F1	ABCC10	Experimental	PMID20584335
TF-gene	E2F1	MIR17	Experimental	PMID20584335
TF-gene	E2F2	MAP3K5	Experimental	PMID20584335
TF-gene	E2F3	CDKN2C	Experimental	PMID20584335
TF-gene	E2F3	MAP3K5	Experimental	PMID20584335
TF-gene	E2F3	DIRAS3	Experimental	PMID20584335
TF-gene	E2F4	CDK1	Experimental	PMID20584335
TF-gene	E2F4	CDKN2C	Experimental	PMID20584335
TF-gene	E2F4	STMN1	Experimental	PMID20584335
TF-gene	E2F4	MAP3K5	Experimental	PMID20584335
TF-gene	E2F4	PCNA	Experimental	PMID20584335
TF-gene	E2F4	DIRAS3	Experimental	PMID20584335
TF-gene	E2F5	DIRAS3	Experimental	PMID20584335
TF-gene	E2F6	TERT	Experimental	PMID20584335
TF-gene	EBF1	CD79A	Experimental	PMID20584335
TF-gene	EBF1	IGLL1	Experimental	PMID20584335
TF-gene	EBF1	VPREB1	Experimental	PMID20584335
TF-gene	EFNA2	BRCA2	Experimental	PMID20584335
TF-gene	EFNA2	CD247	Experimental	PMID20584335
TF-gene	EFNA2	CD68	Experimental	PMID20584335
TF-gene	EFNA2	FCER1A	Experimental	PMID20584335
TF-gene	EFNA2	FCER1G	Experimental	PMID20584335
TF-gene	EFNA2	FES	Experimental	PMID20584335
TF-gene	EFNA2	IL2	Experimental	PMID20584335
TF-gene	EFNA2	IL2RA	Experimental	PMID20584335
TF-gene	EFNA2	KIR3DL1	Experimental	PMID20584335
TF-gene	EFNA2	LYN	Experimental	PMID20584335
TF-gene	EFNA2	NFKB1	Experimental	PMID20584335
TF-gene	EFNA2	LAT	Experimental	PMID20584335
TF-gene	EGR1	ABCA2	Experimental	PMID20584335
TF-gene	EGR1	FASLG	Experimental	PMID20584335
TF-gene	EGR1	CCND1	Experimental	PMID20584335
TF-gene	EGR1	CAT	Experimental	PMID20584335
TF-gene	EGR1	CCR5	Experimental	PMID20584335
TF-gene	EGR1	COL1A2	Experimental	PMID20584335
TF-gene	EGR1	COL2A1	Experimental	PMID20584335
TF-gene	EGR1	ACE	Experimental	PMID20584335
TF-gene	EGR1	GADD45A	Experimental	PMID20584335
TF-gene	EGR1	EGFR	Experimental	PMID20584335
TF-gene	EGR1	ELK1	Experimental	PMID20584335
TF-gene	EGR1	F3	Experimental	PMID20584335
TF-gene	EGR1	FGF2	Experimental	PMID20584335
TF-gene	EGR1	FLT1	Experimental	PMID20584335
TF-gene	EGR1	ID1	Experimental	PMID20584335
TF-gene	EGR1	IL2	Experimental	PMID20584335
TF-gene	EGR1	IL2RB	Experimental	PMID20584335
TF-gene	EGR1	IL3	Experimental	PMID20584335
TF-gene	EGR1	LDLR	Experimental	PMID20584335
TF-gene	EGR1	MAOB	Experimental	PMID20584335
TF-gene	EGR1	NAB2	Experimental	PMID20584335
TF-gene	EGR1	NFKB1	Experimental	PMID20584335
TF-gene	EGR1	PDGFA	Experimental	PMID20584335
TF-gene	EGR1	PPARG	Experimental	PMID20584335
TF-gene	EGR1	RET	Experimental	PMID20584335
TF-gene	EGR1	SLC9A2	Experimental	PMID20584335
TF-gene	EGR1	SLC9A3	Experimental	PMID20584335
TF-gene	EGR1	SOD1	Experimental	PMID20584335
TF-gene	EGR1	SREBF1	Experimental	PMID20584335
TF-gene	EGR1	TGFBR2	Experimental	PMID20584335
TF-gene	EGR1	TNF	Experimental	PMID20584335
TF-gene	EGR1	PTP4A1	Experimental	PMID20584335
TF-gene	EGR1	FOSL1	Experimental	PMID20584335
TF-gene	EGR1	PTGES	Experimental	PMID20584335
TF-gene	EGR1	NDRG1	Experimental	PMID20584335
TF-gene	EGR1	PDGFC	Experimental	PMID20584335
TF-gene	EGR2	GJB1	Experimental	PMID20584335
TF-gene	EGR2	ABCB1	Experimental	PMID20584335
TF-gene	EGR3	FASLG	Experimental	PMID20584335
TF-gene	EGR4	IL2	Experimental	PMID20584335
TF-gene	EGR4	TNF	Experimental	PMID20584335
TF-gene	ELF2	LYN	Experimental	PMID20584335
TF-gene	ELF2	PLAU	Experimental	PMID20584335
TF-gene	ELF3	ANGPT1	Experimental	PMID20584335
TF-gene	ELF3	AIRE	Experimental	PMID20584335
TF-gene	ELF3	CLDN7	Experimental	PMID20584335
TF-gene	ELF3	SPRR1B	Experimental	PMID20584335
TF-gene	ELF3	TGFBR2	Experimental	PMID20584335
TF-gene	ELK1	EGR2	Experimental	PMID20584335
TF-gene	ELK1	ELK1	Experimental	PMID20584335
TF-gene	ELK1	FOS	Experimental	PMID20584335
TF-gene	ELK1	NOS3	Experimental	PMID20584335
TF-gene	ELK1	PSEN1	Experimental	PMID20584335
TF-gene	ELK1	SRF	Experimental	PMID20584335
TF-gene	ELK1	TNF	Experimental	PMID20584335
TF-gene	ELK1	KCNK5	Experimental	PMID20584335
TF-gene	ELK1	TLR9	Experimental	PMID20584335
TF-gene	ELK3	FOS	Experimental	PMID20584335
TF-gene	ELK4	FOS	Experimental	PMID20584335
TF-gene	EP300	CCND1	Experimental	PMID20584335
TF-gene	EP300	IFNB1	Experimental	PMID20584335
TF-gene	EP300	IGFBP3	Experimental	PMID20584335
TF-gene	EP300	IRF7	Experimental	PMID20584335
TF-gene	EPAS1	GAPDH	Experimental	PMID20584335
TF-gene	EPAS1	NOS3	Experimental	PMID20584335
TF-gene	NR2F6	APOC2	Experimental	PMID20584335
TF-gene	NR2F6	APOC3	Experimental	PMID20584335
TF-gene	NR2F6	LHCGR	Experimental	PMID20584335
TF-gene	ESR1	AGER	Experimental	PMID20584335
TF-gene	ESR1	APOE	Experimental	PMID20584335
TF-gene	ESR1	CCND1	Experimental	PMID20584335
TF-gene	ESR1	BCL2L1	Experimental	PMID20584335
TF-gene	ESR1	BRCA1	Experimental	PMID20584335
TF-gene	ESR1	CCNG2	Experimental	PMID20584335
TF-gene	ESR1	CDKN1A	Experimental	PMID20584335
TF-gene	ESR1	CRHBP	Experimental	PMID20584335
TF-gene	ESR1	CSH1	Experimental	PMID20584335
TF-gene	ESR1	CYP1B1	Experimental	PMID20584335
TF-gene	ESR1	NQO1	Experimental	PMID20584335
TF-gene	ESR1	TSC22D3	Experimental	PMID20584335
TF-gene	ESR1	FOS	Experimental	PMID20584335
TF-gene	ESR1	HOXA10	Experimental	PMID20584335
TF-gene	ESR1	HSPB1	Experimental	PMID20584335
TF-gene	ESR1	LTF	Experimental	PMID20584335
TF-gene	ESR1	MMP2	Experimental	PMID20584335
TF-gene	ESR1	MUC1	Experimental	PMID20584335
TF-gene	ESR1	PGR	Experimental	PMID20584335
TF-gene	ESR1	PTMA	Experimental	PMID20584335
TF-gene	ESR1	TERT	Experimental	PMID20584335
TF-gene	ESR1	TF	Experimental	PMID20584335
TF-gene	ESR1	TFAP2C	Experimental	PMID20584335
TF-gene	ESR1	TFF1	Experimental	PMID20584335
TF-gene	ESR1	TGFA	Experimental	PMID20584335
TF-gene	ESR1	TNF	Experimental	PMID20584335
TF-gene	ESR1	TP53	Experimental	PMID20584335
TF-gene	ESR1	VEGFA	Experimental	PMID20584335
TF-gene	ESR1	EBAG9	Experimental	PMID20584335
TF-gene	ESR1	COX7A2L	Experimental	PMID20584335
TF-gene	ESR1	SLC9A3R1	Experimental	PMID20584335
TF-gene	ESR1	HTATIP2	Experimental	PMID20584335
TF-gene	ESR1	BCAS3	Experimental	PMID20584335
TF-gene	ESR1	BASE	Experimental	PMID20584335
TF-gene	ESR2	CRHBP	Experimental	PMID20584335
TF-gene	ESR2	CSH1	Experimental	PMID20584335
TF-gene	ESR2	NQO1	Experimental	PMID20584335
TF-gene	ESR2	INSR	Experimental	PMID20584335
TF-gene	ESR2	SSTR2	Experimental	PMID20584335
TF-gene	ESR2	TFF1	Experimental	PMID20584335
TF-gene	ESR2	TNF	Experimental	PMID20584335
TF-gene	ESR2	VEGFA	Experimental	PMID20584335
TF-gene	ESR2	HTATIP2	Experimental	PMID20584335
TF-gene	ESRRA	LTF	Experimental	PMID20584335
TF-gene	ETS1	ANGPT2	Experimental	PMID20584335
TF-gene	ETS1	AIRE	Experimental	PMID20584335
TF-gene	ETS1	C3AR1	Experimental	PMID20584335
TF-gene	ETS1	CASP1	Experimental	PMID20584335
TF-gene	ETS1	CASP8	Experimental	PMID20584335
TF-gene	ETS1	CD8A	Experimental	PMID20584335
TF-gene	ETS1	CD53	Experimental	PMID20584335
TF-gene	ETS1	NA	Experimental	PMID20584335
TF-gene	ETS1	CHUK	Experimental	PMID20584335
TF-gene	ETS1	COL1A2	Experimental	PMID20584335
TF-gene	ETS1	CSNK2B	Experimental	PMID20584335
TF-gene	ETS1	ECE1	Experimental	PMID20584335
TF-gene	ETS1	ERBB2	Experimental	PMID20584335
TF-gene	ETS1	FOLR3	Experimental	PMID20584335
TF-gene	ETS1	NR3C1	Experimental	PMID20584335
TF-gene	ETS1	GRPR	Experimental	PMID20584335
TF-gene	ETS1	IL2RB	Experimental	PMID20584335
TF-gene	ETS1	ITGAX	Experimental	PMID20584335
TF-gene	ETS1	KIR3DL1	Experimental	PMID20584335
TF-gene	ETS1	MGAT5	Experimental	PMID20584335
TF-gene	ETS1	MMP1	Experimental	PMID20584335
TF-gene	ETS1	NFKB1	Experimental	PMID20584335
TF-gene	ETS1	PKD1	Experimental	PMID20584335
TF-gene	ETS1	PSEN1	Experimental	PMID20584335
TF-gene	ETS1	PTHLH	Experimental	PMID20584335
TF-gene	ETS1	RRAS	Experimental	PMID20584335
TF-gene	ETS1	SP1	Experimental	PMID20584335
TF-gene	ETS1	SPRR1A	Experimental	PMID20584335
TF-gene	ETS1	TRA@	Experimental	PMID20584335
TF-gene	ETS1	TFAP2A	Experimental	PMID20584335
TF-gene	ETS1	THBD	Experimental	PMID20584335
TF-gene	ETS1	TIMP1	Experimental	PMID20584335
TF-gene	ETS1	TNF	Experimental	PMID20584335
TF-gene	ETS1	WAS	Experimental	PMID20584335
TF-gene	ETS1	CXCR4	Experimental	PMID20584335
TF-gene	ETS1	FOSL1	Experimental	PMID20584335
TF-gene	ETS1	ITGA11	Experimental	PMID20584335
TF-gene	ETS1	CD244	Experimental	PMID20584335
TF-gene	ETS1	CYGB	Experimental	PMID20584335
TF-gene	ETS2	AIRE	Experimental	PMID20584335
TF-gene	ETS2	CCND1	Experimental	PMID20584335
TF-gene	ETS2	CDK1	Experimental	PMID20584335
TF-gene	ETS2	ERBB2	Experimental	PMID20584335
TF-gene	ETS2	KIT	Experimental	PMID20584335
TF-gene	ETS2	MGAT2	Experimental	PMID20584335
TF-gene	ETS2	PLAU	Experimental	PMID20584335
TF-gene	ETS2	PSEN1	Experimental	PMID20584335
TF-gene	ETS2	TGM3	Experimental	PMID20584335
TF-gene	ETS2	FOSL1	Experimental	PMID20584335
TF-gene	ETS2	TLR9	Experimental	PMID20584335
TF-gene	ETV4	ERBB2	Experimental	PMID20584335
TF-gene	ETV4	FOS	Experimental	PMID20584335
TF-gene	ETV4	GBA	Experimental	PMID20584335
TF-gene	ETV4	B4GALT1	Experimental	PMID20584335
TF-gene	ETV4	MMP1	Experimental	PMID20584335
TF-gene	ETV4	MMP3	Experimental	PMID20584335
TF-gene	ETV4	MUC4	Experimental	PMID20584335
TF-gene	ETV4	NID1	Experimental	PMID20584335
TF-gene	ETV4	PLAU	Experimental	PMID20584335
TF-gene	ETV4	B4GALT5	Experimental	PMID20584335
TF-gene	ETV5	ICAM1	Experimental	PMID20584335
TF-gene	ETV5	MMP1	Experimental	PMID20584335
TF-gene	ETV5	MMP3	Experimental	PMID20584335
TF-gene	ETV5	PSEN1	Experimental	PMID20584335
TF-gene	MECOM	ZBTB16	Experimental	PMID20584335
TF-gene	EWSR1	SH3RF1	Experimental	PMID20584335
TF-gene	F12	CYBB	Experimental	PMID20584335
TF-gene	FGF9	A2M	Experimental	PMID20584335
TF-gene	FGF9	FCGR1A	Experimental	PMID20584335
TF-gene	FGF9	FOS	Experimental	PMID20584335
TF-gene	FGF9	GBP1	Experimental	PMID20584335
TF-gene	FGF9	WARS	Experimental	PMID20584335
TF-gene	FGF9	PIAS1	Experimental	PMID20584335
TF-gene	FGF9	ISG15	Experimental	PMID20584335
TF-gene	FOXF2	SFTPB	Experimental	PMID20584335
TF-gene	FOXM1	AMBP	Experimental	PMID20584335
TF-gene	FOXM1	APOB	Experimental	PMID20584335
TF-gene	FOXM1	CRP	Experimental	PMID20584335
TF-gene	FOXM1	CYP3A4	Experimental	PMID20584335
TF-gene	FOXM1	SFTPB	Experimental	PMID20584335
TF-gene	FOXM1	MIER1	Experimental	PMID20584335
TF-gene	FOXO1	G6PC	Experimental	PMID20584335
TF-gene	FOXO1	IGFBP1	Experimental	PMID20584335
TF-gene	FOXO1	PDK4	Experimental	PMID20584335
TF-gene	FOXO3	FASLG	Experimental	PMID20584335
TF-gene	FOXO3	AR	Experimental	PMID20584335
TF-gene	FOXO3	CDKN1B	Experimental	PMID20584335
TF-gene	FOXO3	TSC22D3	Experimental	PMID20584335
TF-gene	FOXO3	G6PC	Experimental	PMID20584335
TF-gene	FOXO3	ID1	Experimental	PMID20584335
TF-gene	FOXO3	IGFBP1	Experimental	PMID20584335
TF-gene	FOXO3	NOS2	Experimental	PMID20584335
TF-gene	FOXO3	PDK4	Experimental	PMID20584335
TF-gene	FOXO3	TGFB2	Experimental	PMID20584335
TF-gene	FOXO3	IRS2	Experimental	PMID20584335
TF-gene	FOXO3	TNFSF10	Experimental	PMID20584335
TF-gene	FOXO3	PRDX3	Experimental	PMID20584335
TF-gene	FOXO3	MIER1	Experimental	PMID20584335
TF-gene	FLI1	CD68	Experimental	PMID20584335
TF-gene	FLI1	COL1A2	Experimental	PMID20584335
TF-gene	FLI1	EGR1	Experimental	PMID20584335
TF-gene	FLI1	FOS	Experimental	PMID20584335
TF-gene	FLI1	GP9	Experimental	PMID20584335
TF-gene	FLI1	PKD1	Experimental	PMID20584335
TF-gene	FLI1	GP6	Experimental	PMID20584335
TF-gene	FOS	NAT1	Experimental	PMID20584335
TF-gene	FOS	APOH	Experimental	PMID20584335
TF-gene	FOS	CCND1	Experimental	PMID20584335
TF-gene	FOS	C3AR1	Experimental	PMID20584335
TF-gene	FOS	CAPNS1	Experimental	PMID20584335
TF-gene	FOS	DBH	Experimental	PMID20584335
TF-gene	FOS	EDN1	Experimental	PMID20584335
TF-gene	FOS	ELN	Experimental	PMID20584335
TF-gene	FOS	FLG	Experimental	PMID20584335
TF-gene	FOS	FOS	Experimental	PMID20584335
TF-gene	FOS	GNAI2	Experimental	PMID20584335
TF-gene	FOS	GNRHR	Experimental	PMID20584335
TF-gene	FOS	IL2	Experimental	PMID20584335
TF-gene	FOS	IL8	Experimental	PMID20584335
TF-gene	FOS	KRT16	Experimental	PMID20584335
TF-gene	FOS	MMP1	Experimental	PMID20584335
TF-gene	FOS	MMP2	Experimental	PMID20584335
TF-gene	FOS	MMP12	Experimental	PMID20584335
TF-gene	FOS	MT2A	Experimental	PMID20584335
TF-gene	FOS	OPRM1	Experimental	PMID20584335
TF-gene	FOS	PGR	Experimental	PMID20584335
TF-gene	FOS	PLAU	Experimental	PMID20584335
TF-gene	FOS	TP53	Experimental	PMID20584335
TF-gene	FOS	WEE1	Experimental	PMID20584335
TF-gene	FOS	FOSL1	Experimental	PMID20584335
TF-gene	FOS	TXNIP	Experimental	PMID20584335
TF-gene	FOS	A4GALT	Experimental	PMID20584335
TF-gene	FOS	MIER1	Experimental	PMID20584335
TF-gene	FOS	NOXO1	Experimental	PMID20584335
TF-gene	FOSB	TNFRSF10A	Experimental	PMID20584335
TF-gene	FOSL2	BRCA1	Experimental	PMID20584335
TF-gene	FOSL2	CSH1	Experimental	PMID20584335
TF-gene	FOSL2	IL5	Experimental	PMID20584335
TF-gene	FOSL2	IVL	Experimental	PMID20584335
TF-gene	FOSL2	SPRR1B	Experimental	PMID20584335
TF-gene	FOSL2	TPT1	Experimental	PMID20584335
TF-gene	FOSL2	FOSL1	Experimental	PMID20584335
TF-gene	NR5A2	ABCC3	Experimental	PMID20584335
TF-gene	NR5A2	ADIPOQ	Experimental	PMID20584335
TF-gene	NR5A1	AMHR2	Experimental	PMID20584335
TF-gene	NR5A1	CYP11B1	Experimental	PMID20584335
TF-gene	NR5A1	CYP11B2	Experimental	PMID20584335
TF-gene	NR5A1	CYP17A1	Experimental	PMID20584335
TF-gene	NR5A1	HSD3B2	Experimental	PMID20584335
TF-gene	NR5A1	MC2R	Experimental	PMID20584335
TF-gene	FUS	PPAT	Experimental	PMID20584335
TF-gene	FUS	PAICS	Experimental	PMID20584335
TF-gene	XRCC6	ATP7B	Experimental	PMID20584335
TF-gene	GABPA	BRCA1	Experimental	PMID20584335
TF-gene	GABPA	DEFA1	Experimental	PMID20584335
TF-gene	GABPA	ERBB2	Experimental	PMID20584335
TF-gene	GABPA	IL2RB	Experimental	PMID20584335
TF-gene	GABPA	ITGB2	Experimental	PMID20584335
