gene	specific process	GOterm	function
Msrb1	immune system	GO:0045087	 innate immune response 
Mst1r	immune system	GO:0002376	 immune system process 
Mst1r	immune system	GO:0045087	 innate immune response 
Mx1	immune system	GO:0002376	 immune system process 
Mx1	immune system	GO:0045087	 innate immune response 
Mx2	immune system	GO:0002376	 immune system process 
Mx2	immune system	GO:0045087	 innate immune response 
Myd88	immune system	GO:0002376	 immune system process 
Myd88	immune system	GO:0045087	 innate immune response 
Myo1g	immune system	GO:0002250	 adaptive immune response 
Myo1g	immune system	GO:0002376	 immune system process 
Naip2	immune system	GO:0002376	 immune system process 
Naip2	immune system	GO:0045087	 innate immune response 
Naip5	immune system	GO:0002376	 immune system process 
Naip5	immune system	GO:0045087	 innate immune response 
Naip6	immune system	GO:0002376	 immune system process 
Naip6	immune system	GO:0045087	 innate immune response 
Nedd4	immune system	GO:0002250	 adaptive immune response 
Nfkb1	immune system	GO:0045087	 innate immune response 
Nfkb2	immune system	GO:0045087	 innate immune response 
Nlrc4	immune system	GO:0002376	 immune system process 
Nlrc4	immune system	GO:0045087	 innate immune response 
Nlrc5	immune system	GO:0002376	 immune system process 
Nlrc5	immune system	GO:0045087	 innate immune response 
Nlrp10	immune system	GO:0002250	 adaptive immune response 
Nlrp10	immune system	GO:0002376	 immune system process 
Nlrp10	immune system	GO:0045087	 innate immune response 
Nlrp1a	immune system	GO:0045087	 innate immune response 
Nlrp1b	immune system	GO:0002376	 immune system process 
Nlrp1b	immune system	GO:0045087	 innate immune response 
Nlrp3	immune system	GO:0002376	 immune system process 
Nlrp3	immune system	GO:0045087	 innate immune response 
Nlrp6	immune system	GO:0002376	 immune system process 
Nlrp6	immune system	GO:0045087	 innate immune response 
Nlrx1	immune system	GO:0002376	 immune system process 
Nlrx1	immune system	GO:0045087	 innate immune response 
Nod1	immune system	GO:0002376	 immune system process 
Nod1	immune system	GO:0045087	 innate immune response 
Nod2	immune system	GO:0002376	 immune system process 
Nod2	immune system	GO:0045087	 innate immune response 
Nr1h4	immune system	GO:0002376	 immune system process 
Nr1h4	immune system	GO:0045087	 innate immune response 
Nrros	immune system	GO:0002376	 immune system process 
Nrros	immune system	GO:0045087	 innate immune response 
Oas1b	immune system	GO:0002376	 immune system process 
Oas1b	immune system	GO:0045087	 innate immune response 
Oas2	immune system	GO:0002376	 immune system process 
Oas2	immune system	GO:0045087	 innate immune response 
Oas3	immune system	GO:0002376	 immune system process 
Oas3	immune system	GO:0045087	 innate immune response 
Oasl1	immune system	GO:0002376	 immune system process 
Oasl1	immune system	GO:0045087	 innate immune response 
Oasl2	immune system	GO:0002376	 immune system process 
Oasl2	immune system	GO:0045087	 innate immune response 
Olr1	immune system	GO:0002376	 immune system process 
Orai1	immune system	GO:0002250	 adaptive immune response 
Orai1	immune system	GO:0002376	 immune system process 
Otub1	immune system	GO:0002250	 adaptive immune response 
Otub1	immune system	GO:0002376	 immune system process 
Otud7b	immune system	GO:0002376	 immune system process 
Otulin	immune system	GO:0002376	 immune system process 
Otulin	immune system	GO:0045087	 innate immune response 
Padi4	immune system	GO:0002376	 immune system process 
Padi4	immune system	GO:0045087	 innate immune response 
Pag1	immune system	GO:0002250	 adaptive immune response 
Pag1	immune system	GO:0002376	 immune system process 
Pcbp2	immune system	GO:0002376	 immune system process 
Pcbp2	immune system	GO:0045087	 innate immune response 
Pdcd1	immune system	GO:0002376	 immune system process 
Pglyrp1	immune system	GO:0002376	 immune system process 
Pglyrp1	immune system	GO:0045087	 innate immune response 
Pglyrp2	immune system	GO:0002376	 immune system process 
Pglyrp3	immune system	GO:0002376	 immune system process 
Pglyrp3	immune system	GO:0045087	 innate immune response 
Pglyrp4	immune system	GO:0002376	 immune system process 
Pglyrp4	immune system	GO:0045087	 innate immune response 
Pik3cd	immune system	GO:0002250	 adaptive immune response 
Pik3cd	immune system	GO:0002376	 immune system process 
Pik3cd	immune system	GO:0045087	 innate immune response 
Pik3cg	immune system	GO:0002376	 immune system process 
Pirb	immune system	GO:0002250	 adaptive immune response 
Pirb	immune system	GO:0002376	 immune system process 
Pml	immune system	GO:0002376	 immune system process 
Pml	immune system	GO:0045087	 innate immune response 
Polr3a	immune system	GO:0045087	 innate immune response 
Polr3b	immune system	GO:0002376	 immune system process 
Polr3b	immune system	GO:0045087	 innate immune response 
Polr3c	immune system	GO:0002376	 immune system process 
Polr3c	immune system	GO:0045087	 innate immune response 
Polr3d	immune system	GO:0002376	 immune system process 
Polr3d	immune system	GO:0045087	 innate immune response 
Polr3e	immune system	GO:0002376	 immune system process 
Polr3e	immune system	GO:0045087	 innate immune response 
Polr3f	immune system	GO:0002376	 immune system process 
Polr3f	immune system	GO:0045087	 innate immune response 
Polr3g	immune system	GO:0002376	 immune system process 
Polr3g	immune system	GO:0045087	 innate immune response 
Polr3h	immune system	GO:0002376	 immune system process 
Polr3h	immune system	GO:0045087	 innate immune response 
Polr3k	immune system	GO:0002376	 immune system process 
Polr3k	immune system	GO:0045087	 innate immune response 
Ppp1r14b	immune system	GO:0045087	 innate immune response 
Prdm1	immune system	GO:0002250	 adaptive immune response 
Prdm1	immune system	GO:0002376	 immune system process 
Prdm1	immune system	GO:0045087	 innate immune response 
Prg2	immune system	GO:0002376	 immune system process 
Prkcb	immune system	GO:0002250	 adaptive immune response 
Prkcb	immune system	GO:0002376	 immune system process 
Prkce	immune system	GO:0002376	 immune system process 
Prkcq	immune system	GO:0002376	 immune system process 
Prkd1	immune system	GO:0002376	 immune system process 
Prkd1	immune system	GO:0045087	 innate immune response 
Prkd2	immune system	GO:0002250	 adaptive immune response 
Prkd2	immune system	GO:0002376	 immune system process 
Psma1	immune system	GO:0002376	 immune system process 
Psmb8	immune system	GO:0002376	 immune system process 
Psmb9	immune system	GO:0002376	 immune system process 
Pstpip1	immune system	GO:0002376	 immune system process 
Pstpip1	immune system	GO:0045087	 innate immune response 
Ptk2	immune system	GO:0045087	 innate immune response 
Ptk2b	immune system	GO:0002250	 adaptive immune response 
Ptk2b	immune system	GO:0002376	 immune system process 
Ptk2b	immune system	GO:0045087	 innate immune response 
Ptk6	immune system	GO:0045087	 innate immune response 
Ptms	immune system	GO:0002376	 immune system process 
Ptpn22	immune system	GO:0002376	 immune system process 
Ptx3	immune system	GO:0045087	 innate immune response 
Pycard	immune system	GO:0002376	 immune system process 
Pycard	immune system	GO:0045087	 innate immune response 
Rag1	immune system	GO:0002250	 adaptive immune response 
Rel	immune system	GO:0045087	 innate immune response 
Rela	immune system	GO:0045087	 innate immune response 
Relb	immune system	GO:0045087	 innate immune response 
Ripk2	immune system	GO:0002250	 adaptive immune response 
Ripk2	immune system	GO:0002376	 immune system process 
Ripk2	immune system	GO:0045087	 innate immune response 
Rnf125	immune system	GO:0002250	 adaptive immune response 
Rnf125	immune system	GO:0002376	 immune system process 
Rnf135	immune system	GO:0002376	 immune system process 
Rnf135	immune system	GO:0045087	 innate immune response 
Rnf19b	immune system	GO:0002250	 adaptive immune response 
Rnf19b	immune system	GO:0002376	 immune system process 
Rsad2	immune system	GO:0002376	 immune system process 
Rsad2	immune system	GO:0045087	 innate immune response 
Rubcn	immune system	GO:0002376	 immune system process 
S100a8	immune system	GO:0002376	 immune system process 
S100a8	immune system	GO:0045087	 innate immune response 
S100a9	immune system	GO:0002376	 immune system process 
S100a9	immune system	GO:0045087	 innate immune response 
Samhd1	immune system	GO:0002376	 immune system process 
Samhd1	immune system	GO:0045087	 innate immune response 
Sarm1	immune system	GO:0002376	 immune system process 
Sarm1	immune system	GO:0045087	 innate immune response 
Sdhaf4	immune system	GO:0045087	 innate immune response 
Sec14l1	immune system	GO:0002376	 immune system process 
Sec14l1	immune system	GO:0045087	 innate immune response 
Sema4a	immune system	GO:0002250	 adaptive immune response 
Sema4a	immune system	GO:0002376	 immune system process 
Serinc3	immune system	GO:0002376	 immune system process 
Serinc3	immune system	GO:0045087	 innate immune response 
Serinc5	immune system	GO:0002376	 immune system process 
Serinc5	immune system	GO:0045087	 innate immune response 
Serpina3g	immune system	GO:0002250	 adaptive immune response 
Serpina3g	immune system	GO:0002376	 immune system process 
Serping1	immune system	GO:0002376	 immune system process 
Serping1	immune system	GO:0045087	 innate immune response 
Sftpd	immune system	GO:0002376	 immune system process 
Sftpd	immune system	GO:0045087	 innate immune response 
sgl	immune system	GO:0002376	 immune system process 
Sh2d1a	immune system	GO:0002250	 adaptive immune response 
Sh2d1a	immune system	GO:0002376	 immune system process 
Sh2d1a	immune system	GO:0045087	 innate immune response 
Sh2d1b1	immune system	GO:0002250	 adaptive immune response 
Sh2d1b1	immune system	GO:0002376	 immune system process 
Sh2d1b1	immune system	GO:0045087	 innate immune response 
Sh2d1b2	immune system	GO:0002250	 adaptive immune response 
Sh2d1b2	immune system	GO:0002376	 immune system process 
Sh2d1b2	immune system	GO:0045087	 innate immune response 
Sit1	immune system	GO:0002250	 adaptive immune response 
Sit1	immune system	GO:0002376	 immune system process 
Skap1	immune system	GO:0002250	 adaptive immune response 
Skap1	immune system	GO:0002376	 immune system process 
Sla2	immune system	GO:0002250	 adaptive immune response 
Sla2	immune system	GO:0002376	 immune system process 
Slamf1	immune system	GO:0002250	 adaptive immune response 
Slamf1	immune system	GO:0002376	 immune system process 
Slamf1	immune system	GO:0045087	 innate immune response 
Slamf6	immune system	GO:0002250	 adaptive immune response 
Slamf6	immune system	GO:0002376	 immune system process 
Slamf6	immune system	GO:0045087	 innate immune response 
Slamf7	immune system	GO:0002250	 adaptive immune response 
Slamf7	immune system	GO:0002376	 immune system process 
Slamf7	immune system	GO:0045087	 innate immune response 
Slpi	immune system	GO:0002376	 immune system process 
Slpi	immune system	GO:0045087	 innate immune response 
Smpdl3b	immune system	GO:0002376	 immune system process 
Smpdl3b	immune system	GO:0045087	 innate immune response 
Sp110	immune system	GO:0002376	 immune system process 
Sp110	immune system	GO:0045087	 innate immune response 
Spon2	immune system	GO:0002376	 immune system process 
Spon2	immune system	GO:0045087	 innate immune response 
Sqstm1	immune system	GO:0002376	 immune system process 
Src	immune system	GO:0002376	 immune system process 
Src	immune system	GO:0045087	 innate immune response 
Srms	immune system	GO:0045087	 innate immune response 
Ssc5d	immune system	GO:0002376	 immune system process 
Ssc5d	immune system	GO:0045087	 innate immune response 
Styk1	immune system	GO:0045087	 innate immune response 
Syk	immune system	GO:0002250	 adaptive immune response 
Syk	immune system	GO:0002376	 immune system process 
Syk	immune system	GO:0045087	 innate immune response 
Tap1	immune system	GO:0002250	 adaptive immune response 
Tap1	immune system	GO:0002376	 immune system process 
Tap2	immune system	GO:0002250	 adaptive immune response 
Tap2	immune system	GO:0002376	 immune system process 
Tapbpl	immune system	GO:0002376	 immune system process 
Tbk1	immune system	GO:0002376	 immune system process 
Tbk1	immune system	GO:0045087	 innate immune response 
Tbkbp1	immune system	GO:0002376	 immune system process 
Tbkbp1	immune system	GO:0045087	 innate immune response 
Tec	immune system	GO:0002250	 adaptive immune response 
Tec	immune system	GO:0002376	 immune system process 
Tec	immune system	GO:0045087	 innate immune response 
Tfe3	immune system	GO:0002250	 adaptive immune response 
Tfe3	immune system	GO:0002376	 immune system process 
Tfeb	immune system	GO:0002250	 adaptive immune response 
Tfeb	immune system	GO:0002376	 immune system process 
Themis	immune system	GO:0002250	 adaptive immune response 
Themis	immune system	GO:0002376	 immune system process 
Themis2	immune system	GO:0002376	 immune system process 
Ticam1	immune system	GO:0002376	 immune system process 
Ticam1	immune system	GO:0045087	 innate immune response 
Ticam2	immune system	GO:0002376	 immune system process 
Ticam2	immune system	GO:0045087	 innate immune response 
